,name,price,publishers,genres,estimated_owners,median_playtime_forever,peak_ccu,release_year,compatible_systems,positive_rate
35103,Apollo4x,1.99,['Digital Entertainment'],['Action',0 - 20000,194,0,2015,1,0.29411764705882354
35105,1HEART,9.99,['Chicken in The Corn'],['Adventure',20000 - 50000,599,0,2014,1,0.6057142857142858
35108,TOGETHER VR,12.99,['AURORA Games'],['Adventure',0 - 20000,57,1,2018,1,0.6490066225165563
35110,HELLGATE: London,12.99,['HanbitSoft Inc.'],['Action',100000 - 200000,118,40,2018,1,0.5709033613445378
35119,Serious Sam HD: The First Encounter,14.99,['Devolver Digital'],['Action',1000000 - 2000000,163,48,2009,1,0.9370566037735849
35120,One Late Night: Deadline,0.99,['Black Curtain Studio'],['Adventure',0 - 20000,37,0,2014,1,0.27848101265822783
35125,Bet On Soldier,0.79,['Microids'],['Action'],100000 - 200000,2,2,2014,1,0.6958333333333333
35131,Inner Chains,3.99,['IMGN.PRO'],['Action',100000 - 200000,114,0,2017,1,0.4703296703296703
35134,Tachyon Project,9.99,['Eclipse Games'],['Action',0 - 20000,279,0,2015,1,0.711864406779661
35141,Dyno Adventure,0.99,['aresarx'],['Adventure',0 - 20000,427,0,2016,1,0.3888888888888889
35155,Mad Experiments: Escape Room,14.99,['PlayTogether Studio'],['Adventure',0 - 20000,157,0,2020,3,0.7719298245614035
35158,Gamer To Game Developer Series 1: More Than a Gamer,24.99,['GTGD'],['Education',0 - 20000,1,0,2014,1,0.7888888888888889
35163,AdVenture Capitalist,0.0,['Hyper Hippo Games'],['Casual',5000000 - 10000000,232,2844,2015,3,0.8816493427086518
35164,Nyan Cat: Lost In Space,2.49,['isTom Games Kft.'],['Action',20000 - 50000,228,3,2015,2,0.9286142771445711
35166,Griefhelm,19.99,['Thorrnet Publishing'],['Action',0 - 20000,62,1,2020,1,0.7573529411764706
35167,Legends of Aria,0.0,['Citadel Studios Inc'],['Free to Play',20000 - 50000,157,13,2020,1,0.5634771732332708
35171,Empires Of Creation,4.99,[''],['Action',0 - 20000,244,0,2015,3,0.5
35175,RollerCoaster Tycoon®: Deluxe,5.99,['Atari'],['Simulation',500000 - 1000000,631,428,2014,1,0.9438164893617021
35181,The Culling Of The Cows,4.99,['DL Softworks'],['Action',200000 - 500000,256,1,2014,1,0.7415696806923306
35188,"Kid,napper: Gosh, I'm Kidnapped by a Pupil",0.0,['Catnip'],['Adventure',200000 - 500000,23,3,2018,3,0.894526368407898
35191,Oddworld: Abe's Exoddus®,2.99,['Oddworld Inhabitants'],['Adventure'],200000 - 500000,547,8,2008,1,0.9483532934131736
35201,The Afterglow of Grisaia,8.99,['Frontwing USA'],['Adventure',0 - 20000,8,0,2016,1,0.9680851063829787
35218,EMERGENCY 4 Deluxe,17.99,['Sixteen Tons Entertainment'],['Simulation',100000 - 200000,402,54,2018,1,0.9353099730458221
35219,Sub Rosa,19.99,['Devolver Digital'],['Action',200000 - 500000,844,21,2021,2,0.7656302240053494
35220,Death's Gambit: Afterlife,19.99,['Serenity Forge'],['Action',200000 - 500000,185,76,2018,1,0.8145180869142996
35227,Darkness Within 2: The Dark Lineage,9.99,['Iceberg Interactive'],['Adventure',20000 - 50000,7,2,2014,1,0.6941747572815534
35237,Eastside Hockey Manager,19.99,['SEGA'],['Simulation',200000 - 500000,307,348,2015,1,0.8530140379851362
35239,Hurtworld,24.99,['Bankroll Studios'],['Action',500000 - 1000000,970,247,2019,2,0.7622849724115547
35241,Proto Raider,11.99,['Puzzle Lab'],['Action',20000 - 50000,133,0,2015,1,0.79
35242,大千世界,3.99,['滑稽工作室'],['Adventure',200000 - 500000,376,68,2020,1,0.8799643016510487
35243,ICBM,19.99,['Slitherine Ltd.'],['Strategy'],20000 - 50000,658,36,2020,1,0.9215686274509803
35246,Snooker-online multiplayer snooker game!,0.0,['TTCX Inc.'],['Casual',20000 - 50000,8,0,2016,2,0.3865546218487395
35261,ACE COMBAT™ 7: SKIES UNKNOWN,39.99,['Bandai Namco Entertainment'],['Action',1000000 - 2000000,612,1051,2019,1,0.8635591969294361
35262,Sorcery! Part 3,9.99,['inkle Ltd'],['Adventure',0 - 20000,764,4,2016,2,0.9058823529411765
35275,Crossing Souls,14.99,['Devolver Digital'],['Action',100000 - 200000,181,3,2018,3,0.7945103857566765
35283,Trick and Treat - Visual Novel,0.0,"['Alberto Herrera', 'Ziel Graywords', 'Stw projects']",['Casual',50000 - 100000,78,0,2016,3,0.8947517730496454
35288,Seek Girl Ⅳ,0.99,['DSGame'],['Action',100000 - 200000,32,4,2020,1,0.7542326597487712
35298,The Red Stare,0.0,"['Play:D', 'NHTV Breda University of Applied Sciences']",['Action',100000 - 200000,57,4,2017,1,0.8927613941018767
35300,Harvester,5.99,['Nightdive Studios'],['Adventure'],50000 - 100000,435,2,2014,2,0.9113796576032226
35301,Bike Dash Excite!,0.0,['Gotcha Gotcha Games'],['Action',50000 - 100000,2,0,2018,1,0.5263157894736842
35305,Yakuza 6: The Song of Life,19.99,['SEGA'],['Action',200000 - 500000,1635,232,2021,1,0.939679547596607
35309,Midnight Mahjong,6.99,['OTAKU Plan'],['Adventure',0 - 20000,61,1,2021,1,0.6758241758241759
35313,Firefighters - The Simulation,4.49,['United Independent Entertainment'],['Action',0 - 20000,372,0,2016,1,0.4
35314,Broken Sword 3 - the Sleeping Dragon,5.99,['Revolution Software Ltd'],['Adventure'],100000 - 200000,244,4,2009,1,0.5644067796610169
35316,Mighty Party,0.0,['Panoramik Inc'],['Action',200000 - 500000,52,250,2017,1,0.6020082154267458
35319,RimWorld,34.99,['Ludeon Studios'],['Indie',2000000 - 5000000,3402,26495,2018,3,0.9829190830244571
35320,Demolish & Build 2018,9.99,['Demolish Games S.A.'],['Indie',100000 - 200000,261,15,2018,1,0.7666916729182296
35322,Kreedz Climbing,0.0,['ObsessionSoft'],['Free to Play',200000 - 500000,139,3,2017,1,0.8118918918918919
35324,Batman™: Arkham Knight,19.99,['Warner Bros. Interactive Entertainment'],['Action',2000000 - 5000000,870,1996,2015,1,0.8372904000090576
35334,Block Blowout,0.99,['EnsenaSoft'],['Action',20000 - 50000,221,0,2016,1,0.34210526315789475
35343,Final Slam 2,3.99,['OtakuMaker SARL'],['Action',50000 - 100000,293,0,2014,1,0.21961620469083157
35344,Fireflies,1.99,['Phanom Games'],['Adventure',50000 - 100000,405,0,2015,1,0.35714285714285715
35347,Eleven Table Tennis,19.99,['For Fun Labs'],['Casual',100000 - 200000,255,27,2016,1,0.952247191011236
35361,Until I Have You,13.99,['Digital Tribe'],['Indie'],20000 - 50000,291,0,2016,2,0.6976744186046512
35369,Malum,4.99,['MalumGames'],['Action',0 - 20000,4,4,2021,1,0.7644628099173554
35375,Derpy Dinos,0.0,['Derpy Dinos'],['Action',20000 - 50000,1,0,2017,1,0.7868852459016393
35377,X: Beyond the Frontier,4.99,['Egosoft'],['Simulation',200000 - 500000,165,8,2010,1,0.7384105960264901
35381,StarsOne,9.99,['IllusoryWorldEntertainment'],['Action',0 - 20000,313,3,2016,3,0.7578740157480315
35385,The Rescue of Mermaids,4.99,['Shady Corner Games'],['Action',0 - 20000,91,0,2019,1,
35389,ABRISS - build to destroy,16.99,['Randwerk'],['Indie',20000 - 50000,5,4,2022,1,0.9021739130434783
35398,Mirror's Edge™,19.99,['Electronic Arts'],['Action',2000000 - 5000000,138,95,2009,1,0.8754838709677419
35399,ARK-ADE,19.99,['Castello Inc'],['Action',0 - 20000,21,1,2021,1,0.984375
35400,Clue/Cluedo: The Classic Mystery Game,11.99,['Marmalade Game Studio Ltd'],['Casual',100000 - 200000,339,82,2018,1,0.881665107577175
35402,WGT Golf,0.0,['Topgolf Media'],['Free to Play',200000 - 500000,16,201,2020,2,0.6177606177606177
35404,Phasmophobia,13.99,['Kinetic Games'],['Action',10000000 - 20000000,778,22161,2020,1,0.9701428543158626
35410,Nyctophobia,1.99,['Lightning Man Media'],['Adventure',200000 - 500000,224,0,2015,2,0.4433164128595601
35415,我来自江湖 From Jianghu,7.99,['INDIECN'],['Adventure',50000 - 100000,1362,130,2020,1,0.7862068965517242
35425,Koi-Koi Japan [Hanafuda playing cards],9.99,['Zoo Corporation'],['Casual'],50000 - 100000,219,4,2015,2,0.931390977443609
35426,Root Double -Before Crime * After Days- Xtend Edition,34.99,['Sekai Project'],['Adventure'],20000 - 50000,515,5,2016,1,0.914572864321608
35427,Fujii,14.99,['Funktronic Labs'],['Adventure',0 - 20000,63,1,2019,1,0.9555555555555556
35428,Finding Paradise,9.99,['Freebird Games'],['Adventure',200000 - 500000,249,38,2017,3,0.9791156560564598
35432,Daily OVR,3.99,['TM xR Lab'],['Utilities'],0 - 20000,17073,5,2018,1,0.7166666666666667
35434,NASCAR Heat 5,14.99,['Motorsport Games'],['Racing',50000 - 100000,314,205,2020,1,0.7993059572006941
35435,Agony,14.99,['Madmind Studio'],['Action',100000 - 200000,190,6,2018,1,0.4796488427773344
35446,Tesla Effect: A Tex Murphy Adventure,19.99,['Big Finish Games'],['Adventure',200000 - 500000,77,3,2014,2,0.8723761544920235
35447,Ratty Catty,3.74,['Kerim Kumbasar'],['Action',50000 - 100000,477,9,2017,1,0.6443914081145584
35448,Endless Combat,0.0,['Fatalitech'],['Action',0 - 20000,7,0,2017,1,0.7681159420289855
35456,SaGa SCARLET GRACE: AMBITIONS™,29.99,['Square Enix'],['RPG'],0 - 20000,234,44,2018,1,0.7764705882352941
35460,Reshaping Mars,9.99,['Yooreka Studio'],['Indie',20000 - 50000,155,15,2021,1,0.8627450980392157
35467,Memoirs of a Battle Brothel,19.99,"['TinyHat Studios', 'Kanjineko']",['Indie',0 - 20000,79,4,2021,1,
35470,Changed,5.99,['DragonSnow'],['Adventure',500000 - 1000000,188,55,2018,1,0.9022323274080198
35479,LAST EMBRYO -EITHER OF BRAVE TO STORY-,12.99,['OTAKU Plan'],['Adventure',20000 - 50000,282,2,2020,1,0.9410430839002267
35480,Kode Studio,0.0,['Robert Konrad'],['Utilities'],0 - 20000,615,1,2018,3,0.8275862068965517
35481,Viscera Cleanup Detail: Shadow Warrior,0.0,['Devolver Digital'],['Gore',500000 - 1000000,23,13,2013,1,0.8009491167940944
35485,Camera Obscura,1.99,"['Anteater Games', 'BindleBot']",['Action',200000 - 500000,154,1,2015,1,0.7250814332247557
35486,Blocks!: Richard III,24.99,['Avalon Digital'],['Strategy'],0 - 20000,36,0,2019,2,0.7763157894736842
35489,Pit People®,19.99,['The Behemoth'],['Action',200000 - 500000,420,52,2018,1,0.9373811464276012
35494,VR: Vacate the Room (Virtual Reality Escape),3.99,['hOSHI'],['Adventure',50000 - 100000,28,0,2016,1,0.8461538461538461
35495,RACE On,7.99,['SimBin'],['Racing'],100000 - 200000,1,0,2009,1,
35509,Windforge,9.99,['Snowed In Studios'],['Action',50000 - 100000,11,4,2014,1,0.6752136752136753
35510,Kingdoms CCG,0.0,['Ganz'],['Free to Play',20000 - 50000,67,0,2015,1,0.5144927536231884
35514,V-Racer Hoverbike,19.99,['VertexBreakers'],['Action',0 - 20000,124,1,2018,1,0.8991228070175439
35528,Monstro: Battle Tactics,5.99,['Retrocade.net'],['Casual',0 - 20000,274,0,2015,1,0.92
35540,Curse of the Dead Gods,19.99,['Focus Entertainment'],['Action',200000 - 500000,454,160,2021,1,0.8721299894030378
35543,Caladrius Blaze,3.99,"['H2 Interactive Co., Ltd.']",['Action'],0 - 20000,1,1,2017,1,0.8241042345276873
35549,Shank 2,9.99,['Klei Entertainment'],['Action',200000 - 500000,134,12,2012,3,0.818089430894309
35563,Gauntlet™ Slayer Edition,19.99,['WB Games'],['Action',1000000 - 2000000,252,79,2014,1,0.807741935483871
35566,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,29.99,['BANDAI NAMCO Entertainment'],['Action',1000000 - 2000000,453,1056,2016,1,0.9079351672515983
35569,Karryn's Prison,29.99,['Remtairy'],['RPG',0 - 20000,91,189,2021,1,
35570,MASSIVE CHALICE,19.99,['Double Fine Productions'],['Indie',50000 - 100000,197,9,2015,3,0.7238041002277904
35574,Fair Strike,3.99,['Buka Entertainment'],['Action',20000 - 50000,171,0,2015,1,0.7692307692307693
35578,Twin Sector,4.99,['DnS Development'],['Action',50000 - 100000,48,0,2009,1,0.36466165413533835
35583,The Bus,24.99,['AeroSoft GmbH'],['Simulation',100000 - 200000,691,67,2021,1,0.7670952659263589
35587,Ignited Steel: Mech Tactics,14.99,"['Meteorbyte Studios', 'G-DEVS.com']",['Indie',20000 - 50000,173,20,2022,1,0.8392857142857143
35588,Subnautica,29.99,['Unknown Worlds Entertainment'],['Adventure',2000000 - 5000000,1007,3642,2018,2,0.9636341712178382
35597,The Jackbox Party Pack 5,29.99,"['Jackbox Games, Inc.']",['Casual'],100000 - 200000,104,149,2018,3,0.9323671497584541
35598,Age of Empires II: Definitive Edition,19.99,['Xbox Game Studios'],['Strategy'],2000000 - 5000000,785,19621,2019,1,0.9457612885988015
35600,Hot And Lovely 3,1.99,['Lovely Games'],['Casual'],0 - 20000,209,4,2020,1,0.7813953488372093
35601,Darksburg,14.99,['Shiro Unlimited'],['Action',100000 - 200000,221,7,2020,1,0.6682883679787704
35604,Odysseus Kosmos and his Robot Quest: Episode 1,0.0,['HeroCraft PC'],['Indie'],20000 - 50000,28,0,2018,1,0.7774798927613941
35606,Eventide Night,0.99,['Leaning Tower Studio'],['Action',100000 - 200000,291,0,2017,1,0.9615384615384616
35615,ProjectM : Daydream,4.99,['EVR Studio'],['Adventure',0 - 20000,29,0,2017,1,0.7159090909090909
35618,State of Mind,1.99,['Daedalic Entertainment'],['Adventure',200000 - 500000,325,9,2018,3,0.7962555066079295
35622,ROSE Online,0.0,['Gravity Interactive'],['Free to Play',200000 - 500000,6,0,2012,1,0.6935123042505593
35630,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,19.99,"['Spike Chunsoft Co., Ltd.']",['RPG'],50000 - 100000,940,176,2020,1,0.7906574394463668
35632,Doctor Who: The Edge Of Time,24.99,['Playstack'],['Adventure'],0 - 20000,117,0,2019,1,0.6945812807881774
35648,Void Memory,14.99,['Gustav'],['Action',20000 - 50000,374,0,2017,1,0.6684491978609626
35661,Between Me and The Night,4.99,[''],['Action',100000 - 200000,237,0,2016,2,0.769712140175219
35667,Indiana Jones® and the Fate of Atlantis™,5.99,"['LucasArts', 'Lucasfilm', 'Disney']",['Adventure'],200000 - 500000,102,19,2009,2,0.9442896935933147
35673,PearsAndGrayWitch,4.99,['YAOYICHEN'],['Action',0 - 20000,28,0,2018,1,0.4375
35675,Boxman's Struggle,4.99,['OneBlock'],['Action',20000 - 50000,574,1,2020,1,0.8539823008849557
35687,Bermuda - Lost Survival,9.99,['NIGHTBOX'],['Action',20000 - 50000,191,2,2020,1,0.5845824411134903
35695,Combat Wings: Battle of Britain,4.99,['CI Games'],['Simulation'],100000 - 200000,343,2,2009,1,0.7866043613707165
35705,Pixel Galaxy,2.99,['Serenity Forge'],['Action',20000 - 50000,404,1,2015,2,0.8771929824561403
35708,Love n Dream,1.99,['Secret Labo'],['Casual',20000 - 50000,45,2,2020,1,0.7804054054054054
35714,ARCADE GAME SERIES: DIG DUG,3.99,['BANDAI NAMCO Entertainment'],['Action'],50000 - 100000,14,2,2016,1,0.8567839195979899
35719,The Uninvited: MacVenture Series,2.99,['Reverb Triple XP'],['Adventure',20000 - 50000,222,0,2015,2,0.8727272727272727
35721,Men of War: Condemned Heroes,7.99,['Fulqrum Publishing'],['Action',100000 - 200000,578,7,2012,1,0.691699604743083
35735,MineFight,0.0,['Talpel Games'],['Action',50000 - 100000,5,0,2017,1,0.29605263157894735
35744,Heroes of the Three Kingdoms,0.99,"['USERJOY Technology Co.,Ltd.']",['Action',200000 - 500000,233,138,2020,1,0.9276595744680851
35745,Alien Shooter 2: Reloaded,4.99,['Sigma Team Inc.'],['Action',200000 - 500000,269,44,2009,1,0.9227586206896552
35747,Romance of the Three Kingdoms IX with Power Up Kit,29.99,"['KOEI TECMO GAMES CO., LTD.']",['Strategy'],50000 - 100000,113,133,2017,1,0.8410404624277457
35751,Google Spotlight Stories: Son of Jaguar,0.0,['Google Inc.'],['Adventure',20000 - 50000,13,0,2017,1,0.8369565217391305
35752,X-COM: Apocalypse,4.99,['2K'],['Strategy'],500000 - 1000000,518,26,2008,1,0.8882758620689655
35753,Aliens versus Predator Classic 2000,4.99,['Rebellion'],['Action'],200000 - 500000,286,6,2010,1,0.8761301989150091
35754,Helium Rain,14.99,['Deimos Games'],['Action',20000 - 50000,151,2,2018,2,0.8108108108108109
35760,The fall of gods,2.99,['GeexGames'],['Action',20000 - 50000,319,0,2015,1,0.803921568627451
35761,The Planet Crafter,19.99,['Miju Games'],['Adventure',200000 - 500000,1282,1204,2022,1,0.9629596731213359
35763,HALP!,0.0,['Fun Bits'],['Casual',20000 - 50000,2,0,2016,1,0.7156862745098039
35765,Painkiller Redemption,4.99,['Prime Matter'],['Action'],200000 - 500000,123,1,2011,1,0.4721254355400697
35767,The Labyrinth,4.99,['Alexander Spillman'],['Adventure',20000 - 50000,53,0,2021,1,0.8888888888888888
35770,Blockships,6.99,['Dr Davient'],['Action',20000 - 50000,48,1,2016,3,0.9615384615384616
35773,Hellsplit: Arena,24.99,['Deep Type Games'],['Action',100000 - 200000,297,45,2019,1,0.849789029535865
35775,Between the Stars,19.49,"['Isolated Games', 'Poysky Productions', 'WhisperGames']",['Action',50000 - 100000,1170,19,2019,1,0.8
35781,Apotheon Arena,0.0,['Alientrap'],['Action',200000 - 500000,17,0,2015,1,0.8298279158699808
35787,Rivals of Aether,29.99,['Dan Fornace'],['Indie'],1000000 - 2000000,390,507,2017,1,0.9526853191831485
35790,Battlefield 1 ™,9.99,['Electronic Arts'],['Action',2000000 - 5000000,600,9907,2020,1,0.8606305390839046
35794,A Trip to Yugoslavia: Director's Cut,0.99,['Sometimes You'],['Action',50000 - 100000,321,0,2017,3,0.7481203007518797
35796,FINAL FANTASY II,11.99,['Square Enix'],['RPG'],100000 - 200000,711,123,2021,1,0.7699849170437406
35798,001 Game Creator,79.99,['SoftWeir Inc.'],['Animation & Modeling',0 - 20000,25,6,2015,1,0.7816091954022989
35803,Imperial Glory,4.99,['Kalypso Media Digital'],['Strategy'],100000 - 200000,807,47,2014,1,0.7688073394495413
35812,Cube & Star: An Arbitrary Love,4.99,['Doppler Interactive'],['Adventure',20000 - 50000,13,1,2014,3,0.6
35819,Immersion Chess,0.0,['Immersion'],['Casual',50000 - 100000,16,0,2017,1,0.6666666666666666
35823,Adabana Odd Tales,17.99,['ANIPLEX.EXE'],['Adventure',0 - 20000,305,3,2020,1,0.9788732394366197
35826,Beans: The Coffee Shop Simulator,4.99,['Whitethorn Games'],['Casual',0 - 20000,240,1,2017,2,0.7021276595744681
35829,Little Misfortune,19.99,['Killmonday Games AB'],['Adventure',200000 - 500000,187,21,2019,3,0.8992954115827462
35836,Gamer Girls [18+]: eSports SEX,1.99,['Pirates Of The Digital Sea'],['Action',0 - 20000,46,2,2021,1,
35847,VR Benchmark Kanojo,0.0,['ILLUSION'],['Free to Play'],50000 - 100000,21,3,2018,1,0.7685589519650655
35850,FullBlast,4.99,['UFO Crash Games'],['Action',20000 - 50000,334,0,2016,2,0.7432432432432432
35862,DreamWorks Dragons: Dawn of New Riders,29.99,['Outright Games Ltd.'],['Adventure'],20000 - 50000,1802,7,2019,1,0.8256880733944955
35868,West of Loathing,10.99,['Asymmetric'],['Adventure',500000 - 1000000,435,78,2017,3,0.9760032537960954
35870,Arctic Adventure,0.0,['3D Realms (Apogee Software)'],['Action',0 - 20000,14,0,2014,2,0.574468085106383
35876,Mindball Play,4.99,['Mentalytics AB'],['Action',0 - 20000,108,1,2018,2,0.788235294117647
35883,Worlds Adrift,0.0,['Bossa Studios'],['Action',100000 - 200000,4035,1,2017,1,0.6295136330140014
35884,Zero G Arena,9.99,['Jonathan Wood'],['Action',20000 - 50000,38,0,2018,3,0.8968792401628223
35887,Grimind,9.99,['Forever Entertainment S. A.'],['Action',100000 - 200000,244,0,2014,3,0.6468401486988847
35889,Daemonical,14.99,['Gamifier'],['Action',20000 - 50000,29,0,2018,1,0.669683257918552
35894,BREATHE,0.0,['dotBunny'],['Adventure',100000 - 200000,11,0,2018,2,0.4887640449438202
35898,Witching Tower VR,19.99,['Daily Magic Productions'],['Action',0 - 20000,71,0,2018,1,0.7807017543859649
35900,Tales of Zestiria,7.49,['BANDAI NAMCO Entertainment'],['RPG'],500000 - 1000000,1959,101,2015,1,0.8199210071587263
35901,Homesick,14.99,['Lucky Pause'],['Adventure',50000 - 100000,109,1,2015,1,0.7832817337461301
35902,Blockwick 2,9.99,['Kieffer Bros.'],['Casual',20000 - 50000,250,0,2015,2,0.9822485207100592
35904,Fureraba ~Friend to Lover~,29.99,['NekoNyan Ltd.'],['Adventure',20000 - 50000,3168,2,2018,1,0.9858156028368794
35911,Hyper Box,2.99,['Pixelated Cupcake'],['Indie'],20000 - 50000,87,0,2016,3,0.7647058823529411
35916,Elves Adventure,1.99,['Patryk Taranek'],['Action',100000 - 200000,253,1,2016,1,0.25766871165644173
35919,Survived By,0.0,['Digital Extremes'],['Action',200000 - 500000,39,0,2018,1,0.615814696485623
35923,Alien Shooter: Revisited,4.99,['Sigma Team Inc.'],['Action',200000 - 500000,234,6,2009,1,0.6723484848484849
35928,Destination Primus Vita - Ep. 1,0.0,['Epsilon Games'],['Adventure',20000 - 50000,8,0,2018,1,0.7582417582417582
35933,Hidden Dimensions 3,0.0,['Stijn Van Cauter'],['Strategy'],0 - 20000,1,4,2016,1,0.8
35934,Planet Driller,1.99,['Oryzhon Studios'],['Action',20000 - 50000,322,0,2016,1,0.6527777777777778
35937,Invisible Mind,0.54,['VGstudio'],['Adventure',200000 - 500000,391,3,2016,1,0.391025641025641
35938,Might and Magic: Heroes VII – Trial by Fire,29.99,['Ubisoft'],['RPG',0 - 20000,352,205,2016,1,0.6470588235294118
35947,Trials Evolution: Gold Edition,19.99,['Ubisoft'],['Action',200000 - 500000,875,8,2013,1,0.7748538011695907
